date,killed,injured,victims,state,city,incident,geolocation,congressional_district,rifle_type,handgun_general,handgun_specific,handgun_type
2017-04-01,1,4,5,Florida,Tampa,http://www.gunviolencearchive.org/incident/809048,"27.9431, -82.4831",14,NA,NA,NA,NA
2017-04-01,2,3,5,Oklahoma,Oklahoma City,http://www.gunviolencearchive.org/incident/809499,"35.5204, -97.5754",5,NA,NA,NA,NA
2017-03-30,4,0,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/807618,"41.7601, -87.5583",2,NA,NA,NA,NA
2017-03-27,2,4,6,Florida,Sanford,http://www.gunviolencearchive.org/incident/804115,"28.7912, -81.2819",7,AR-15,NA,NA,NA
2017-03-26,2,4,6,Texas,Houston,http://www.gunviolencearchive.org/incident/803822,"29.9306, -95.3065",29,AR-15,NA,NA,NA
2017-03-26,2,15,17,Ohio,Cincinnati,http://www.gunviolencearchive.org/incident/803054,"39.0943, -84.4286",2,NA,NA,9mm,25 Auto
2017-03-26,2,2,4,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/803689,"41.4518, -81.6357",11,NA,NA,NA,NA
2017-03-25,1,3,4,Michigan,Detroit,http://www.gunviolencearchive.org/incident/803460,"42.3613, -83.1208",13,NA,NA,NA,NA
2017-03-25,1,4,5,Tennessee,Knoxville,http://www.gunviolencearchive.org/incident/802926,"35.9846, -83.9578",2,NA,NA,NA,NA
2017-03-25,2,2,4,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/802837,"41.4882, -81.6334",11,NA,NA,NA,NA
2017-03-24,1,4,5,California,Fresno,http://www.gunviolencearchive.org/incident/802425,"36.7408, -119.714",16,NA,NA,NA,NA
2017-03-24,1,6,7,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/802240,"38.6765, -90.2545",1,AR-15,NA,NA,NA
2017-03-22,5,0,5,Wisconsin,Rothschild,http://www.gunviolencearchive.org/incident/800363,"44.8975, -89.6129",7,NA,Handgun,NA,NA
2017-03-19,1,5,6,Kentucky,Louisville,http://www.gunviolencearchive.org/incident/797553,"38.2627, -85.775",3,NA,NA,NA,NA
2017-03-18,3,2,5,Michigan,Detroit,http://www.gunviolencearchive.org/incident/797125,"42.4086, -83.2044",13,NA,NA,NA,NA
2017-03-15,3,1,4,Louisiana,Metairie,http://www.gunviolencearchive.org/incident/794468,"29.997, -90.1763",1,NA,NA,NA,NA
2017-03-10,2,2,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/791298,"41.8019, -87.6225",7,NA,NA,NA,NA
2017-03-10,3,1,4,Louisiana,New Orleans (Gentilly),http://www.gunviolencearchive.org/incident/791274,"30.0008, -90.0619",2,NA,NA,NA,NA
2017-03-07,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/789798,"41.756, -87.6527",1,NA,NA,NA,NA
2017-03-05,0,4,4,Georgia,Columbus,http://www.gunviolencearchive.org/incident/789424,"32.4941, -84.9851",2,NA,NA,NA,NA
2017-03-04,1,4,5,Kansas,Topeka,http://www.gunviolencearchive.org/incident/787875,"39.0261, -95.645",2,NA,NA,NA,NA
2017-03-04,0,4,4,California,Sacramento,http://www.gunviolencearchive.org/incident/787801,"38.5554, -121.47",6,NA,NA,NA,NA
2017-03-03,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/786876,"40.0604, -75.1899",2,NA,Handgun,NA,NA
2017-03-03,0,5,5,California,Riverside,http://www.gunviolencearchive.org/incident/787435,"33.9406, -117.463",41,NA,NA,NA,NA
2017-02-28,0,6,6,Ohio,Cincinnati,http://www.gunviolencearchive.org/incident/785262,"39.1778, -84.5462",1,NA,NA,NA,NA
2017-02-27,0,4,4,Virginia,Newport News,http://www.gunviolencearchive.org/incident/783963,"37.0849, -76.4701",2,NA,NA,NA,NA
2017-02-26,1,4,5,Indiana,Gary,http://www.gunviolencearchive.org/incident/783623,"41.5858, -87.3567",1,NA,NA,NA,NA
2017-02-25,2,3,5,Ohio,Warren,http://www.gunviolencearchive.org/incident/783102,"41.2206, -80.7405",13,NA,NA,9mm,9mm
2017-02-25,1,4,5,Florida,Jacksonville,http://www.gunviolencearchive.org/incident/783090,"30.3603, -81.6765",5,NA,NA,NA,NA
2017-02-22,0,4,4,New York,Rochester,http://www.gunviolencearchive.org/incident/780792,"43.1463, -77.6361",25,NA,NA,NA,NA
2017-02-21,0,4,4,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/780036,"41.451, -81.814",9,NA,NA,NA,40 SW
2017-02-21,4,0,4,Mississippi,Toomsuba,http://www.gunviolencearchive.org/incident/779582,"32.434, -88.4973",3,NA,NA,NA,NA
2017-02-20,0,5,5,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/778941,"41.5275, -81.6156",11,NA,NA,NA,NA
2017-02-19,1,3,4,Virginia,Norfolk,http://www.gunviolencearchive.org/incident/778182,"36.8564, -76.2791",3,NA,NA,NA,NA
2017-02-18,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/777876,"39.9725, -75.23",2,NA,NA,NA,NA
2017-02-18,1,3,4,Indiana,South Bend,http://www.gunviolencearchive.org/incident/777410,"41.6915, -86.2635",2,NA,NA,NA,NA
2017-02-15,0,4,4,California,Salinas,http://www.gunviolencearchive.org/incident/775903,"36.6791, -121.653",20,NA,handgun,NA,NA
2017-02-15,3,2,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/775531,"41.8213, -87.7019",4,NA,NA,9mm,9mm
2017-02-12,1,6,7,Missouri,Caruthersville,http://www.gunviolencearchive.org/incident/773002,"36.1927, -89.6665",8,NA,NA,NA,NA
2017-02-12,1,3,4,New York,Newburgh,http://www.gunviolencearchive.org/incident/773162,"41.4964, -74.0191",18,NA,NA,NA,NA
2017-02-12,0,5,5,Florida,Greenville,http://www.gunviolencearchive.org/incident/773908,"30.4617, -83.633",2,NA,NA,NA,NA
2017-02-11,0,4,4,Tennessee,Savannah,http://www.gunviolencearchive.org/incident/772989,"35.2353, -88.2328",7,NA,NA,NA,NA
2017-02-11,1,3,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/772753,"41.8821, -87.7718",7,NA,NA,NA,NA
2017-02-10,1,5,6,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/772067,"29.9349, -90.0854",2,NA,NA,NA,NA
2017-02-09,4,0,4,Mississippi,Jackson,http://www.gunviolencearchive.org/incident/771826,"32.3065, -90.239",2,NA,NA,NA,NA
2017-02-08,1,4,5,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/769889,"41.5463, -81.5663",11,NA,NA,NA,NA
2017-02-07,0,4,4,South Carolina,Columbia,http://www.gunviolencearchive.org/incident/769511,"34.0593, -81.0257",6,NA,NA,NA,NA
2017-02-07,1,4,5,Arkansas,Little Rock,http://www.gunviolencearchive.org/incident/769859,"34.6721, -92.4265",2,NA,NA,NA,NA
2017-02-06,4,0,4,Mississippi,Yazoo City,http://www.gunviolencearchive.org/incident/768243,"32.8634, -90.4092",2,NA,NA,NA,NA
2017-01-31,0,4,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/765559,"35.0888, -89.892",9,NA,NA,NA,NA
2017-01-31,0,4,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/765153,"38.8459, -76.9965",1,NA,NA,NA,NA
2017-01-30,0,4,4,Minnesota,Minneapolis (Crystal),http://www.gunviolencearchive.org/incident/764020,"45.0516, -93.3536",5,NA,NA,NA,NA
2017-01-29,1,4,5,Louisiana,Shreveport,http://www.gunviolencearchive.org/incident/763313,"32.4491, -93.7815",4,NA,NA,NA,NA
2017-01-27,4,0,4,Washington,Bremerton,http://www.gunviolencearchive.org/incident/1025158,"47.5625, -122.828",6,NA,NA,NA,NA
2017-01-27,0,10,10,Tennessee,Brownsville,http://www.gunviolencearchive.org/incident/761973,"35.6059, -89.2319",8,NA,NA,NA,NA
2017-01-26,2,3,5,Georgia,Albany,http://www.gunviolencearchive.org/incident/760482,"31.5858, -84.1828",2,NA,NA,NA,NA
2017-01-25,0,6,6,Illinois,Chicago,http://www.gunviolencearchive.org/incident/760259,"41.7587, -87.6123",1,NA,NA,NA,NA
2017-01-22,3,2,5,Texas,Manvel,http://www.gunviolencearchive.org/incident/757158,"29.5144, -95.3748",22,NA,NA,NA,NA
2017-01-22,0,4,4,Illinois,Chicago (Englewood),http://www.gunviolencearchive.org/incident/757032,"41.7796, -87.6693",7,NA,NA,NA,NA
2017-01-22,3,1,4,Georgia,Atlanta,http://www.gunviolencearchive.org/incident/757001,"33.6882, -84.4916",5,NA,NA,NA,NA
2017-01-21,0,6,6,Georgia,Jonesboro,http://www.gunviolencearchive.org/incident/756801,"33.5741, -84.3716",13,NA,NA,NA,NA
2017-01-21,0,5,5,Florida,Boynton Beach,http://www.gunviolencearchive.org/incident/756526,"26.5308, -80.0617",20,NA,NA,NA,NA
2017-01-21,2,2,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/756504,"35.0181, -90.0785",9,AR-15,NA,NA,NA
2017-01-20,1,4,5,Mississippi,Como,http://www.gunviolencearchive.org/incident/757955,"34.5333, -89.7742",2,AR-15,NA,9mm,9mm
2017-01-20,0,4,4,California,Fresno,http://www.gunviolencearchive.org/incident/756015,"36.7341, -119.741",16,NA,NA,NA,NA
2017-01-16,0,4,4,Texas,Houston,http://www.gunviolencearchive.org/incident/752756,"29.6595, -95.3364",9,NA,NA,NA,NA
2017-01-16,0,8,8,Florida,Miami,http://www.gunviolencearchive.org/incident/752222,"25.8297, -80.2489",24,NA,NA,9mm,9mm
2017-01-15,3,1,4,Colorado,Capulin,http://www.gunviolencearchive.org/incident/752249,"37.2836, -106.111",3,NA,NA,NA,NA
2017-01-15,1,4,5,Mississippi,Magnolia,http://www.gunviolencearchive.org/incident/751367,"31.1285, -90.534",3,NA,NA,NA,NA
2017-01-12,3,2,5,Missouri,Kansas City,http://www.gunviolencearchive.org/incident/749361,"39.0128, -94.4875",5,NA,NA,NA,NA
2017-01-12,2,2,4,California,Salinas,http://www.gunviolencearchive.org/incident/749769,"36.6852, -121.614",20,NA,NA,NA,NA
2017-01-11,1,3,4,New Jersey,Newark,http://www.gunviolencearchive.org/incident/748152,"40.7279, -74.1388",8,NA,NA,NA,NA
2017-01-11,1,3,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/748348,"41.8173, -87.6911",4,AR-15,NA,NA,NA
2017-01-07,1,3,4,Michigan,Flint,http://www.gunviolencearchive.org/incident/745236,"43.0341, -83.6588",5,NA,NA,NA,NA
2017-01-06,2,2,4,California,Pasadena,http://www.gunviolencearchive.org/incident/744799,"34.1667, -118.153",27,NA,NA,NA,NA
2017-01-06,5,6,11,Florida,Fort Lauderdale,http://www.gunviolencearchive.org/incident/743995,"26.0698, -80.1367",23,NA,handgun,9mm,9mm
2017-01-04,3,1,4,California,Fontana,http://www.gunviolencearchive.org/incident/742542,"34.0442, -117.485",35,NA,NA,NA,NA
2017-01-03,0,4,4,Texas,Allen,http://www.gunviolencearchive.org/incident/742001,"33.0843, -96.6665",3,NA,NA,NA,NA
2017-01-01,0,5,5,Mississippi,Winstonville,http://www.gunviolencearchive.org/incident/743282,"33.914, -90.7515",2,NA,NA,NA,NA
2017-01-01,1,3,4,Texas,Dallas,http://www.gunviolencearchive.org/incident/739451,"32.9027, -96.7145",5,NA,NA,NA,NA
2017-01-01,0,7,7,Florida,Miami,http://www.gunviolencearchive.org/incident/739766,"25.8688, -80.2221",24,NA,NA,NA,NA
2018-03-11,0,5,5,Michigan,Saginaw,http://www.gunviolencearchive.org/incident/1067296,"43.4003, -83.9092",5,NA,NA,NA,NA
2018-03-11,1,3,4,Illinois,Champaign,http://www.gunviolencearchive.org/incident/1067264,"40.1175, -88.1974",13,NA,NA,NA,NA
2018-03-09,3,1,4,North Carolina,Wadesboro,http://www.gunviolencearchive.org/incident/1066594,"34.9627, -80.0531",9,NA,NA,NA,NA
2018-03-09,0,6,6,Indiana,South Bend,http://www.gunviolencearchive.org/incident/1067061,"41.656, -86.2393",2,NA,NA,NA,NA
2018-03-07,2,2,4,Alabama,Hurtsboro,http://www.gunviolencearchive.org/incident/1064514,"32.2405, -85.4148",3,NA,NA,NA,22 LR
2018-03-04,1,4,5,Illinois,Rockford,http://www.gunviolencearchive.org/incident/1062466,"42.2734, -89.1227",17,NA,NA,NA,NA
2018-03-03,0,4,4,Florida,Miami,http://www.gunviolencearchive.org/incident/1062123,"25.8325, -80.2187",24,NA,NA,NA,NA
2018-03-03,1,3,4,New York,Brooklyn,http://www.gunviolencearchive.org/incident/1061748,"40.6362, -73.9267",9,NA,NA,NA,NA
2018-02-27,0,4,4,Connecticut,Bridgeport,http://www.gunviolencearchive.org/incident/1059559,"41.1785, -73.1649",4,NA,NA,NA,NA
2018-02-26,5,0,5,Michigan,Detroit,http://www.gunviolencearchive.org/incident/1057518,"42.4005, -83.2571",13,NA,NA,NA,NA
2018-02-23,1,3,4,Florida,Palm Beach Gardens (Riviera Beach),http://www.gunviolencearchive.org/incident/1056240,NA,NA,NA,NA,NA,NA
2018-02-18,0,5,5,Texas,San Antonio,http://www.gunviolencearchive.org/incident/1052372,"29.4631, -98.6195",20,NA,handgun,NA,NA
2018-02-17,1,7,8,Kansas,Kansas City,http://www.gunviolencearchive.org/incident/1052035,"39.1152, -94.6477",3,NA,NA,NA,NA
2018-02-17,0,5,5,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/1051407,"35.2121, -90.0033",9,NA,NA,NA,NA
2018-02-16,1,3,4,Oklahoma,Oklahoma City,http://www.gunviolencearchive.org/incident/1051291,"35.4497, -97.548",5,NA,NA,NA,NA
2018-02-14,17,17,34,Florida,Pompano Beach (Parkland),http://www.gunviolencearchive.org/incident/1049217,"26.3045, -80.2694",22,AR-15,handgun,9mm,09mm
2018-02-13,2,3,5,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/1049024,"29.9665, -90.0169",2,NA,NA,NA,NA
2018-02-11,4,3,7,Michigan,Detroit,http://www.gunviolencearchive.org/incident/1047761,"42.4216, -83.0539",14,NA,NA,NA,NA
2018-02-10,5,0,5,Kentucky,Paintsville,http://www.gunviolencearchive.org/incident/1046961,"37.8982, -82.886",5,NA,NA,NA,NA
2018-02-07,3,3,6,Florida,Lake Worth (Lantana),http://www.gunviolencearchive.org/incident/1044234,"26.5912, -80.1975",NA,NA,NA,NA,NA
2018-02-05,2,4,6,Colorado,Colorado Springs,http://www.gunviolencearchive.org/incident/1043447,"38.847, -104.75",5,NA,Handgun,NA,NA
2018-02-03,1,5,6,Ohio,Cleveland (Garfield Heights),http://www.gunviolencearchive.org/incident/1042280,"41.4338, -81.6056",11,NA,NA,NA,NA
2018-01-31,0,4,4,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/1040815,"38.6721, -90.2794",1,NA,NA,NA,NA
2018-01-28,5,0,5,Pennsylvania,Melcroft,http://www.gunviolencearchive.org/incident/1037529,"40.0521, -79.3889",9,AR-15,NA,9mm,9mm
2018-01-28,4,0,4,Pennsylvania,Reading,http://www.gunviolencearchive.org/incident/1038429,"40.3331, -75.9318",16,NA,NA,NA,NA
2018-01-28,2,3,5,Indiana,Indianapolis,http://www.gunviolencearchive.org/incident/1037515,"39.7846, -86.1021",7,NA,NA,NA,NA
2018-01-27,0,5,5,California,Los Angeles,http://www.gunviolencearchive.org/incident/1037541,"33.9247, -118.272",44,NA,NA,NA,NA
2018-01-27,0,4,4,Kentucky,Bowling Green,http://www.gunviolencearchive.org/incident/1037438,"37.0098, -86.4499",2,NA,NA,NA,NA
2018-01-25,0,4,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/1035803,"38.9113, -76.9353",NA,NA,NA,NA,NA
2018-01-23,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/1034205,"39.9817, -75.1739",NA,NA,NA,NA,NA
2018-01-23,2,14,16,Kentucky,Benton,http://www.gunviolencearchive.org/incident/1033262,"36.9152, -88.3367",1,NA,Handgun,NA,NA
2018-01-21,0,4,4,Florida,Orlando,http://www.gunviolencearchive.org/incident/1032393,"28.5823, -81.4442",10,NA,NA,NA,NA
2018-01-21,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/1031851,"41.9028, -87.7069",4,NA,NA,NA,NA
2018-01-17,1,3,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/1029095,"38.8653, -76.9822",NA,NA,NA,NA,NA
2018-01-16,1,4,5,South Carolina,York,http://www.gunviolencearchive.org/incident/1027999,"35.0362, -81.1443",5,NA,NA,NA,NA
2018-01-15,0,5,5,Florida,Alachua,http://www.gunviolencearchive.org/incident/1042072,"29.7985, -82.4971",3,AR-15,NA,NA,NA
2018-01-14,1,4,5,Alabama,Eutaw,http://www.gunviolencearchive.org/incident/1026804,"32.8507, -87.9022",7,NA,NA,NA,NA
2018-01-14,0,4,4,Alabama,Madison,http://www.gunviolencearchive.org/incident/1027013,"34.6766, -86.7607",5,NA,NA,NA,NA
2018-01-12,3,2,5,Tennessee,Nashville,http://www.gunviolencearchive.org/incident/1025673,"36.1816, -86.8207",5,NA,NA,NA,NA
2018-01-11,2,2,4,Missouri,Saint Robert (St Robert),http://www.gunviolencearchive.org/incident/1025272,"37.8319, -92.1035",4,NA,NA,NA,NA
2018-01-07,1,5,6,Alabama,Union Springs,http://www.gunviolencearchive.org/incident/1022067,"32.1443, -85.7134",2,NA,NA,NA,NA
2018-01-07,0,4,4,Florida,Plantation,http://www.gunviolencearchive.org/incident/1022055,"26.1209, -80.2188",23,NA,NA,NA,NA
2018-01-05,0,6,6,Mississippi,Hattiesburg,http://www.gunviolencearchive.org/incident/1021788,"31.3269, -89.3285",4,NA,NA,NA,NA
2018-01-04,1,3,4,Arkansas,Brinkley,http://www.gunviolencearchive.org/incident/1020574,"34.9038, -91.1989",1,NA,NA,NA,NA
2018-01-01,1,3,4,Alabama,Huntsville,http://www.gunviolencearchive.org/incident/1018295,"34.7629, -86.5956",5,NA,NA,NA,NA
